cct,semaforo_std
01DPR0136J,0
01DPR0137I,0
01DPR0138H,0
01DPR0139G,0
01DPR0141V,0
01DPR0143T,0
01DPR0144S,1
01DPR0146Q,1
01DPR0147P,0
01DPR0149N,0
01DPR0150C,1
01DPR0152A,1
01DPR0153Z,0
01DPR0154Z,1
01DPR0155Y,0
01DPR0158V,0
01DPR0159U,1
01DPR0160J,1
01DPR0161I,0
01DPR0163G,0
01DPR0165E,1
01DPR0167C,0
01DPR0168B,0
01DPR0170Q,1
01DPR0171P,0
01DPR0172O,0
01DPR0173N,1
01DPR0175L,1
01DPR0176K,0
01DPR0177J,0
01DPR0179H,0
01DPR0180X,0
01DPR0181W,0
01DPR0184T,0
01DPR0185S,0
01DPR0186R,0
01DPR0187Q,1
01DPR0188P,0
01DPR0189O,1
01DPR0190D,0
01DPR0191C,0
01DPR0192B,0
01DPR0193A,1
01DPR0195Z,1
01DPR0196Y,1
01DPR0198W,0
01DPR0200U,0
01DPR0202S,0
01DPR0204Q,0
01DPR0205P,0
01DPR0206O,0
01DPR0207N,0
01DPR0208M,1
01DPR0209L,0
01DPR0210A,0
01DPR0212Z,0
01DPR0213Y,1
01DPR0214X,0
01DPR0216V,0
01DPR0217U,0
01DPR0218T,0
01DPR0219S,0
01DPR0220H,0
01DPR0222F,0
01DPR0224D,0
01DPR0226B,0
01DPR0227A,0
01DPR0228Z,0
01DPR0229Z,0
01DPR0230O,1
01DPR0232M,0
01DPR0233L,0
01DPR0234K,0
01DPR0235J,0
01DPR0240V,0
01DPR0241U,0
01DPR0242T,0
01DPR0243S,0
01DPR0244R,0
01DPR0245Q,0
01DPR0246P,1
01DPR0249M,0
01DPR0250B,1
01DPR0251A,0
01DPR0253Z,0
01DPR0254Y,1
01DPR0255X,0
01DPR0256W,0
01DPR0257V,0
01DPR0258U,0
01DPR0259T,0
01DPR0260I,0
01DPR0261H,0
01DPR0269Z,0
01DPR0270P,0
01DPR0271O,1
01DPR0272N,0
01DPR0274L,1
01DPR0276J,0
01DPR0278H,1
01DPR0279G,1
01DPR0280W,0
01DPR0281V,0
01DPR0283T,1
01DPR0284S,0
01DPR0285R,0
01DPR0287P,0
01DPR0288O,0
01DPR0289N,0
01DPR0290C,0
01DPR0293Z,0
01DPR0295Y,1
01DPR0297W,0
01DPR0298V,0
01DPR0300T,0
01DPR0301S,0
01DPR0302R,0
01DPR0303Q,0
01DPR0304P,0
01DPR0305O,0
01DPR0306N,0
01DPR0307M,0
01DPR0308L,0
01DPR0309K,1
01DPR0310Z,0
01DPR0311Z,1
01DPR0312Y,0
01DPR0313X,0
01DPR0314W,0
01DPR0315V,1
01DPR0316U,0
01DPR0317T,0
01DPR0319R,0
01DPR0320G,0
01DPR0321F,1
01DPR0322E,0
01DPR0323D,0
01DPR0324C,0
01DPR0325B,1
01DPR0326A,0
01DPR0328Z,1
01DPR0329Y,1
01DPR0330N,0
01DPR0331M,0
01DPR0332L,0
01DPR0333K,1
01DPR0334J,0
01DPR0335I,0
01DPR0336H,0
01DPR0338F,0
01DPR0340U,0
01DPR0341T,0
01DPR0342S,0
01DPR0343R,0
01DPR0346O,0
01DPR0347N,0
01DPR0348M,1
01DPR0349L,1
01DPR0350A,0
01DPR0351Z,0
01DPR0352Z,1
01DPR0353Y,1
01DPR0354X,0
01DPR0358T,0
01DPR0359S,0
01DPR0360H,1
01DPR0361G,0
01DPR0362F,0
01DPR0364D,0
01DPR0366B,1
01DPR0367A,0
01DPR0368Z,1
01DPR0369Z,1
01DPR0371N,1
01DPR0372M,0
01DPR0373L,1
01DPR0374K,1
01DPR0375J,1
01DPR0376I,0
01DPR0377H,0
01DPR0378G,0
01DPR0380V,0
01DPR0381U,0
01DPR0382T,0
01DPR0383S,0
01DPR0384R,0
01DPR0386P,0
01DPR0387O,0
01DPR0388N,1
01DPR0390B,0
01DPR0391A,0
01DPR0392Z,0
01DPR0394Y,0
01DPR0396W,0
01DPR0397V,1
01DPR0398U,0
01DPR0399T,1
01DPR0401R,0
01DPR0402Q,0
01DPR0403P,0
01DPR0406M,0
01DPR0408K,1
01DPR0410Z,0
01DPR0411Y,1
01DPR0413W,1
01DPR0414V,0
01DPR0415U,1
01DPR0416T,0
01DPR0417S,0
01DPR0418R,0
01DPR0419Q,1
01DPR0420F,0
01DPR0423C,0
01DPR0424B,0
01DPR0425A,0
01DPR0426Z,0
01DPR0427Z,0
01DPR0429X,1
01DPR0430M,0
01DPR0431L,0
01DPR0432K,0
01DPR0433J,0
01DPR0434I,0
01DPR0435H,0
01DPR0436G,0
01DPR0437F,0
01DPR0438E,1
01DPR0439D,0
01DPR0440T,0
01DPR0441S,1
01DPR0442R,0
01DPR0444P,0
01DPR0445O,0
01DPR0446N,0
01DPR0448L,0
01DPR0452Y,0
01DPR0456U,1
01DPR0457T,1
01DPR0460G,0
01DPR0468Z,0
01DPR0469Y,0
01DPR0470N,0
01DPR0471M,0
01DPR0472L,0
01DPR0474J,0
01DPR0476H,1
01DPR0481T,1
01DPR0482S,0
01DPR0483R,0
01DPR0485P,0
01DPR0486O,0
01DPR0487N,0
01DPR0489L,0
01DPR0490A,1
01DPR0494X,0
01DPR0495W,0
01DPR0496V,1
01DPR0497U,0
01DPR0500R,1
01DPR0502P,1
01DPR0503O,0
01DPR0504N,0
01DPR0507K,0
01DPR0511X,0
01DPR0514U,0
01DPR0516S,1
01DPR0517R,0
01DPR0519P,1
01DPR0520E,1
01DPR0521D,0
01DPR0522C,0
01DPR0523B,1
01DPR0525Z,0
01DPR0530L,0
01DPR0531K,1
01DPR0532J,0
01DPR0534H,0
01DPR0535G,0
01DPR0536F,1
01DPR0538D,0
01DPR0539C,0
01DPR0540S,1
01DPR0543P,0
01DPR0544O,0
01DPR0546M,0
01DPR0547L,0
01DPR0549J,1
01DPR0551Y,0
01DPR0552X,1
01DPR0553W,1
01DPR0556T,1
01DPR0557S,1
01DPR0558R,0
01DPR0560F,0
01DPR0565A,0
01DPR0568Y,0
01DPR0569X,1
01DPR0570M,0
01DPR0572K,0
01DPR0573J,0
01DPR0574I,0
01DPR0575H,1
01DPR0576G,1
01DPR0577F,0
01DPR0578E,0
01DPR0579D,0
01DPR0581S,0
01DPR0586N,0
01DPR0588L,1
01DPR0592Y,0
01DPR0596U,0
01DPR0597T,1
01DPR0598S,0
01DPR0599R,0
01DPR0601P,1
01DPR0603N,0
01DPR0604M,0
01DPR0605L,1
01DPR0607J,0
01DPR0608I,1
01DPR0609H,0
01DPR0611W,0
01DPR0612V,0
01DPR0613U,1
01DPR0614T,0
01DPR0615S,0
01DPR0616R,1
01DPR0620D,0
01DPR0621C,1
01DPR0622B,1
01DPR0623A,1
01DPR0624Z,0
01DPR0625Z,0
01DPR0626Y,0
01DPR0627X,1
01DPR0629V,0
01DPR0630K,0
01DPR0631J,0
01DPR0632I,1
01DPR0634G,0
01DPR0639B,0
01DPR0640R,0
01DPR0641Q,1
01DPR0642P,0
01DPR0643O,0
01DPR0644N,0
01DPR0646L,1
01DPR0647K,1
01DPR0648J,1
01DPR0649I,1
01DPR0650Y,1
01DPR0652W,0
01DPR0653V,0
01DPR0654U,1
01DPR0655T,1
01DPR0656S,0
01DPR0657R,0
01DPR0658Q,1
01DPR0659P,0
01DPR0660E,1
01DPR0661D,1
01DPR0662C,1
01DPR0663B,1
01DPR0664A,0
01DPR0665Z,0
01DPR0666Z,0
01DPR0667Y,0
01DPR0668X,1
01DPR0669W,0
01DPR0670L,0
01DPR0671K,1
01DPR0672J,1
01DPR0673I,0
01DPR0674H,0
01DPR0676F,0
01DPR0677E,0
01DPR0678D,0
01DPR0679C,0
01DPR0680S,0
01DPR0682Q,1
01DPR0683P,0
01DPR0684O,0
01DPR0685N,0
01DPR0686M,0
01DPR0687L,0
01DPR0688K,0
01DPR0689J,0
01DPR0690Z,0
01DPR0691Y,1
01DPR0692X,0
01DPR0693W,0
01DPR0694V,0
01DPR0695U,1
01DPR0696T,0
01DPR0697S,0
01DPR0698R,1
01DPR0699Q,0
01DPR0701O,0
01DPR0702N,0
01DPR0703M,0
01DPR0704L,0
01DPR0705K,0
01DPR0706J,0
01DPR0707I,0
01DPR0709G,1
01PPR0001Z,0
01PPR0003Y,0
01PPR0005W,0
01PPR0006V,1
01PPR0008T,0
01PPR0009S,1
01PPR0012F,0
01PPR0013E,1
01PPR0014D,1
01PPR0015C,0
01PPR0017A,1
01PPR0018Z,0
01PPR0020O,0
01PPR0021N,0
01PPR0023L,0
01PPR0024K,1
01PPR0025J,0
01PPR0026I,0
01PPR0027H,1
01PPR0030V,0
01PPR0031U,0
01PPR0033S,0
01PPR0034R,0
01PPR0035Q,1
01PPR0036P,1
01PPR0037O,0
01PPR0039M,1
01PPR0040B,0
01PPR0043Z,0
01PPR0044Y,0
01PPR0045X,1
01PPR0047V,0
01PPR0049T,0
01PPR0050I,1
01PPR0051H,0
01PPR0054E,1
01PPR0056C,0
01PPR0057B,1
01PPR0060P,1
01PPR0062N,1
01PPR0065K,1
01PPR0067I,1
01PPR0068H,1
01PPR0069G,0
01PPR0070W,0
01PPR0072U,0
01PPR0075R,1
01PPR0076Q,1
01PPR0077P,0
01PPR0078O,0
01PPR0079N,0
01PPR0082A,1
01PPR0083Z,1
01PPR0085Y,0
01PPR0086X,1
01PPR0087W,0
01PPR0088V,0
01PPR0089U,1
01PPR0090J,0
01PPR0091I,1
01PPR0093G,1
01PPR0094F,1
01PPR0095E,0
01PPR0096D,0
01PPR0097C,0
01PPR0099A,1
01PPR0101Z,0
01PPR0102Y,1
01PPR0103X,1
01PPR0104W,1
01PPR0105V,0
01PPR0106U,0
01PPR0109R,1
01PPR0112E,1
01PPR0116A,1
01PPR0117Z,1
01PPR0118Z,0
01PPR0119Y,1
01PPR0120N,1
01PPR0121M,1
01PPR0122L,1
01PPR0123K,0
01PPR0124J,0
01PPR0125I,1
01PPR0126H,0
01PPR0132S,0
01PPR0133R,1
01PPR0134Q,0
02DPR0001U,0
02DPR0003S,0
02DPR0005Q,0
02DPR0006P,0
02DPR0007O,0
02DPR0008N,0
02DPR0009M,1
02DPR0012Z,0
02DPR0014Y,1
02DPR0015X,0
02DPR0017V,0
02DPR0019T,0
02DPR0020I,0
02DPR0023F,0
02DPR0024E,0
02DPR0025D,0
02DPR0027B,1
02DPR0028A,0
02DPR0029Z,0
02DPR0030P,0
02DPR0031O,0
02DPR0032N,0
02DPR0033M,1
02DPR0034L,0
02DPR0035K,0
02DPR0036J,0
02DPR0039G,0
02DPR0040W,0
02DPR0041V,0
02DPR0042U,1
02DPR0043T,0
02DPR0044S,0
02DPR0046Q,0
02DPR0048O,0
02DPR0049N,0
02DPR0050C,1
02DPR0051B,1
02DPR0052A,1
02DPR0054Z,0
02DPR0056X,1
02DPR0057W,0
02DPR0058V,1
02DPR0059U,0
02DPR0060J,0
02DPR0061I,0
02DPR0062H,0
02DPR0063G,0
02DPR0065E,0
02DPR0066D,1
02DPR0067C,0
02DPR0068B,0
02DPR0069A,0
02DPR0070Q,1
02DPR0071P,1
02DPR0072O,1
02DPR0073N,0
02DPR0074M,1
02DPR0075L,0
02DPR0076K,1
02DPR0077J,0
02DPR0078I,0
02DPR0079H,0
02DPR0080X,0
02DPR0081W,0
02DPR0082V,0
02DPR0083U,0
02DPR0084T,0
02DPR0085S,0
02DPR0086R,0
02DPR0087Q,1
02DPR0089O,1
02DPR0090D,1
02DPR0091C,0
02DPR0092B,0
02DPR0094Z,0
02DPR0095Z,0
02DPR0096Y,0
02DPR0097X,1
02DPR0098W,1
02DPR0099V,1
02DPR0100U,0
02DPR0101T,0
02DPR0102S,1
02DPR0103R,0
02DPR0104Q,0
02DPR0105P,1
02DPR0106O,1
02DPR0107N,1
02DPR0108M,0
02DPR0109L,0
02DPR0110A,1
02DPR0111Z,0
02DPR0112Z,1
02DPR0113Y,1
02DPR0115W,0
02DPR0116V,0
02DPR0117U,1
02DPR0118T,0
02DPR0119S,1
02DPR0120H,0
02DPR0121G,1
02DPR0122F,0
02DPR0123E,0
02DPR0124D,1
02DPR0125C,0
02DPR0126B,0
02DPR0127A,1
02DPR0128Z,0
02DPR0129Z,0
02DPR0130O,0
02DPR0131N,0
02DPR0132M,0
02DPR0133L,0
02DPR0137H,0
02DPR0138G,0
02DPR0139F,0
02DPR0141U,0
02DPR0143S,0
02DPR0145Q,0
02DPR0147O,1
02DPR0148N,0
02DPR0149M,0
02DPR0150B,1
02DPR0151A,0
02DPR0152Z,0
02DPR0153Z,0
02DPR0154Y,0
02DPR0158U,0
02DPR0160I,1
02DPR0161H,0
02DPR0162G,0
02DPR0163F,1
02DPR0164E,0
02DPR0165D,1
02DPR0166C,0
02DPR0167B,0
02DPR0168A,0
02DPR0169Z,1
02DPR0170P,0
02DPR0171O,1
02DPR0172N,1
02DPR0173M,1
02DPR0174L,0
02DPR0175K,0
02DPR0177I,1
02DPR0178H,0
02DPR0180W,0
02DPR0181V,1
02DPR0182U,1
02DPR0183T,0
02DPR0184S,0
02DPR0185R,0
02DPR0186Q,0
02DPR0187P,0
02DPR0188O,1
02DPR0189N,0
02DPR0190C,0
02DPR0193Z,0
02DPR0194Z,1
02DPR0196X,0
02DPR0197W,0
02DPR0198V,1
02DPR0200T,0
02DPR0201S,0
02DPR0203Q,1
02DPR0204P,1
02DPR0205O,0
02DPR0208L,1
02DPR0209K,1
02DPR0210Z,1
02DPR0211Z,0
02DPR0212Y,1
02DPR0213X,0
02DPR0216U,1
02DPR0217T,0
02DPR0218S,0
02DPR0219R,0
02DPR0220G,1
02DPR0221F,0
02DPR0222E,0
02DPR0224C,0
02DPR0226A,0
02DPR0228Z,1
02DPR0229Y,0
02DPR0231M,0
02DPR0233K,0
02DPR0234J,1
02DPR0235I,1
02DPR0236H,0
02DPR0238F,0
02DPR0240U,0
02DPR0243R,1
02DPR0244Q,0
02DPR0245P,1
02DPR0246O,0
02DPR0247N,1
02DPR0248M,0
02DPR0249L,0
02DPR0250A,1
02DPR0251Z,0
02DPR0252Z,0
02DPR0254X,0
02DPR0255W,1
02DPR0256V,1
02DPR0257U,1
02DPR0258T,0
02DPR0259S,1
02DPR0260H,1
02DPR0261G,0
02DPR0262F,0
02DPR0268Z,0
02DPR0269Z,1
02DPR0270O,0
02DPR0271N,0
02DPR0272M,1
02DPR0273L,0
02DPR0274K,1
02DPR0275J,0
02DPR0277H,1
02DPR0279F,0
02DPR0280V,0
02DPR0281U,0
02DPR0282T,0
02DPR0283S,0
02DPR0284R,1
02DPR0285Q,1
02DPR0286P,0
02DPR0287O,1
02DPR0288N,1
02DPR0289M,0
02DPR0290B,1
02DPR0292Z,0
02DPR0293Z,0
02DPR0294Y,1
02DPR0296W,1
02DPR0297V,1
02DPR0298U,1
02DPR0300S,0
02DPR0301R,1
02DPR0302Q,0
02DPR0303P,0
02DPR0304O,0
02DPR0306M,0
02DPR0307L,0
02DPR0308K,0
02DPR0310Z,0
02DPR0312X,0
02DPR0313W,1
02DPR0315U,0
02DPR0316T,1
02DPR0317S,1
02DPR0318R,1
02DPR0319Q,0
02DPR0320F,1
02DPR0322D,0
02DPR0323C,0
02DPR0324B,0
02DPR0325A,0
02DPR0326Z,1
02DPR0327Z,0
02DPR0328Y,0
02DPR0329X,0
02DPR0331L,1
02DPR0332K,0
02DPR0334I,0
02DPR0335H,1
02DPR0336G,0
02DPR0337F,0
02DPR0338E,1
02DPR0340T,0
02DPR0341S,0
02DPR0342R,1
02DPR0343Q,0
02DPR0345O,1
02DPR0347M,0
02DPR0349K,1
02DPR0350Z,1
02DPR0351Z,0
02DPR0353X,0
02DPR0354W,1
02DPR0355V,0
02DPR0356U,0
02DPR0357T,0
02DPR0358S,1
02DPR0359R,0
02DPR0360G,0
02DPR0361F,1
02DPR0364C,0
02DPR0365B,0
02DPR0366A,0
02DPR0369Y,1
02DPR0370N,0
02DPR0372L,1
02DPR0374J,1
02DPR0376H,0
02DPR0377G,0
02DPR0378F,0
02DPR0379E,1
02DPR0380U,1
02DPR0381T,0
02DPR0382S,0
02DPR0385P,0
02DPR0386O,0
02DPR0387N,0
02DPR0388M,0
02DPR0389L,0
02DPR0391Z,1
02DPR0392Z,0
02DPR0393Y,0
02DPR0394X,0
02DPR0395W,0
02DPR0396V,0
02DPR0397U,0
02DPR0398T,0
02DPR0399S,0
02DPR0401Q,0
02DPR0402P,0
02DPR0403O,0
02DPR0404N,0
02DPR0407K,0
02DPR0409I,0
02DPR0410Y,0
02DPR0414U,0
02DPR0415T,0
02DPR0417R,0
02DPR0418Q,0
02DPR0419P,0
02DPR0421D,0
02DPR0422C,0
02DPR0423B,0
02DPR0424A,0
02DPR0425Z,0
02DPR0427Y,1
02DPR0428X,0
02DPR0429W,1
02DPR0433I,0
02DPR0434H,1
02DPR0435G,1
02DPR0436F,0
02DPR0438D,0
02DPR0439C,0
02DPR0440S,1
02DPR0441R,1
02DPR0443P,0
02DPR0445N,0
02DPR0446M,0
02DPR0448K,1
02DPR0449J,1
02DPR0450Z,1
02DPR0452X,0
02DPR0453W,0
02DPR0454V,0
02DPR0456T,1
02DPR0457S,0
02DPR0458R,0
02DPR0459Q,0
02DPR0461E,0
02DPR0462D,0
02DPR0463C,1
02DPR0464B,0
02DPR0465A,0
02DPR0466Z,0
02DPR0467Z,0
02DPR0468Y,1
02DPR0469X,0
02DPR0470M,0
02DPR0473J,1
02DPR0475H,1
02DPR0476G,1
02DPR0477F,1
02DPR0478E,0
02DPR0479D,0
02DPR0480T,1
02DPR0481S,0
02DPR0482R,0
02DPR0483Q,0
02DPR0484P,1
02DPR0486N,0
02DPR0488L,0
02DPR0489K,0
02DPR0490Z,0
02DPR0491Z,0
02DPR0492Y,1
02DPR0493X,0
02DPR0495V,0
02DPR0496U,0
02DPR0498S,0
02DPR0499R,0
02DPR0500Q,1
02DPR0501P,0
02DPR0502O,0
02DPR0503N,0
02DPR0504M,0
02DPR0505L,0
02DPR0506K,0
02DPR0509H,0
02DPR0510X,0
02DPR0511W,0
02DPR0512V,0
02DPR0513U,0
02DPR0514T,0
02DPR0515S,0
02DPR0517Q,0
02DPR0518P,1
02DPR0520D,0
02DPR0521C,0
02DPR0522B,1
02DPR0523A,0
02DPR0525Z,0
02DPR0526Y,0
02DPR0527X,0
02DPR0528W,1
02DPR0529V,0
02DPR0530K,0
02DPR0531J,1
02DPR0534G,1
02DPR0536E,0
02DPR0537D,1
02DPR0538C,0
02DPR0540R,0
02DPR0542P,1
02DPR0543O,0
02DPR0544N,0
02DPR0546L,1
02DPR0547K,0
02DPR0548J,0
02DPR0549I,1
02DPR0551X,0
02DPR0552W,0
02DPR0554U,1
02DPR0555T,0
02DPR0556S,0
02DPR0558Q,0
02DPR0561D,0
02DPR0562C,0
02DPR0566Z,0
02DPR0567Y,0
02DPR0568X,1
02DPR0569W,0
02DPR0570L,1
02DPR0572J,1
02DPR0573I,0
02DPR0574H,0
02DPR0575G,1
02DPR0576F,0
02DPR0577E,0
02DPR0578D,0
02DPR0579C,0
02DPR0580S,0
02DPR0581R,0
02DPR0584O,0
02DPR0585N,0
02DPR0586M,1
02DPR0587L,0
02DPR0588K,0
02DPR0589J,1
02DPR0590Z,0
02DPR0591Y,0
02DPR0592X,0
02DPR0593W,0
02DPR0594V,1
02DPR0599Q,0
02DPR0600P,0
02DPR0601O,0
02DPR0602N,0
02DPR0604L,0
02DPR0607I,1
02DPR0608H,1
02DPR0609G,0
02DPR0610W,0
02DPR0611V,0
02DPR0612U,1
02DPR0613T,0
02DPR0614S,0
02DPR0615R,0
02DPR0616Q,0
02DPR0617P,1
02DPR0619N,0
02DPR0620C,0
02DPR0621B,0
02DPR0624Z,0
02DPR0628V,0
02DPR0630J,0
02DPR0633G,1
02DPR0634F,0
02DPR0635E,1
02DPR0636D,0
02DPR0638B,1
02DPR0639A,0
02DPR0640Q,1
02DPR0642O,0
02DPR0643N,0
02DPR0644M,1
02DPR0645L,1
02DPR0646K,1
02DPR0647J,0
02DPR0648I,0
02DPR0649H,0
02DPR0650X,1
02DPR0651W,0
02DPR0652V,0
02DPR0653U,0
02DPR0655S,0
02DPR0657Q,1
02DPR0659O,0
02DPR0660D,0
02DPR0661C,0
02DPR0664Z,0
02DPR0665Z,1
02DPR0666Y,0
02DPR0667X,0
02DPR0668W,0
02DPR0670K,0
02DPR0671J,1
02DPR0672I,1
02DPR0673H,0
02DPR0674G,0
02DPR0675F,1
02DPR0676E,0
02DPR0678C,0
02DPR0679B,0
02DPR0680R,0
02DPR0681Q,0
02DPR0682P,0
02DPR0683O,0
02DPR0684N,0
02DPR0686L,0
02DPR0687K,0
02DPR0688J,1
02DPR0689I,0
02DPR0690Y,1
02DPR0691X,0
02DPR0692W,0
02DPR0693V,1
02DPR0694U,1
02DPR0695T,0
02DPR0696S,0
02DPR0697R,0
02DPR0699P,0
02DPR0701N,0
02DPR0702M,0
02DPR0703L,0
02DPR0704K,0
02DPR0705J,0
02DPR0706I,0
02DPR0708G,0
02DPR0709F,0
02DPR0710V,1
02DPR0711U,0
02DPR0712T,0
02DPR0713S,0
02DPR0714R,1
02DPR0715Q,0
02DPR0716P,0
02DPR0717O,0
02DPR0718N,0
02DPR0719M,0
02DPR0720B,0
02DPR0721A,0
02DPR0723Z,1
02DPR0724Y,0
02DPR0725X,0
02DPR0726W,0
02DPR0727V,0
02DPR0728U,1
02DPR0729T,0
02DPR0730I,0
02DPR0731H,1
02DPR0732G,1
02DPR0733F,1
02DPR0734E,0
02DPR0735D,1
02DPR0736C,1
02DPR0737B,1
02DPR0738A,1
02DPR0739Z,0
02DPR0740P,0
02DPR0741O,0
02DPR0742N,0
02DPR0743M,0
02DPR0744L,0
02DPR0745K,0
02DPR0746J,0
02DPR0747I,0
02DPR0748H,0
02DPR0749G,1
02DPR0751V,1
02DPR0752U,0
02DPR0753T,0
02DPR0754S,0
02DPR0755R,1
02DPR0756Q,0
02DPR0757P,1
02DPR0758O,0
02DPR0759N,0
02DPR0760C,0
02DPR0761B,0
02DPR0762A,0
02DPR0763Z,1
02DPR0764Z,0
02DPR0765Y,0
02DPR0766X,0
02DPR0767W,0
02DPR0768V,0
02DPR0769U,1
02DPR0770J,1
02DPR0771I,0
02DPR0772H,0
02DPR0773G,0
02DPR0774F,0
02DPR0775E,0
02DPR0776D,0
02DPR0777C,0
02DPR0780Q,0
02DPR0781P,1
02DPR0782O,1
02DPR0783N,0
02DPR0784M,1
02DPR0785L,1
02DPR0786K,0
02DPR0787J,0
02DPR0788I,0
02DPR0789H,0
02DPR0790X,0
02DPR0791W,0
02DPR0792V,0
02DPR0793U,0
02DPR0794T,1
02DPR0795S,0
02DPR0796R,0
02DPR0797Q,0
02DPR0798P,1
02DPR0799O,1
02DPR0800N,0
02DPR0801M,1
02DPR0802L,0
02DPR0803K,0
02DPR0804J,0
02DPR0805I,1
02DPR0806H,0
02DPR0807G,1
02DPR0809E,0
02DPR0810U,0
02DPR0811T,0
02DPR0812S,1
02DPR0813R,0
02DPR0814Q,0
02DPR0815P,0
02DPR0816O,0
02DPR0817N,0
02DPR0818M,1
02DPR0819L,1
02DPR0820A,1
02DPR0821Z,0
02DPR0823Y,0
02DPR0824X,0
02DPR0825W,1
02DPR0828T,1
02DPR0830H,0
02DPR0831G,0
02DPR0832F,0
02DPR0833E,1
02DPR0834D,0
02DPR0835C,0
02DPR0836B,1
02DPR0837A,0
02DPR0838Z,0
02DPR0839Z,1
02DPR0840O,1
02DPR0842M,0
02DPR0843L,1
02DPR0844K,0
02DPR0846I,0
02DPR0847H,0
02DPR0848G,0
02DPR0849F,0
02DPR0850V,0
02DPR0851U,0
02DPR0852T,0
02DPR0853S,0
02DPR0854R,1
02DPR0856P,1
02DPR0857O,0
02DPR0858N,0
02DPR0859M,0
02DPR0860B,0
02DPR0861A,0
02DPR0862Z,1
02DPR0863Z,0
02DPR0864Y,0
02DPR0865X,0
02DPR0866W,1
02DPR0867V,1
02DPR0868U,0
02DPR0869T,1
02DPR0871H,0
02DPR0873F,0
02DPR0874E,0
02DPR0875D,0
02DPR0876C,0
02DPR0877B,0
02DPR0878A,0
02DPR0879Z,0
02DPR0880P,0
02DPR0881O,0
02DPR0882N,0
02DPR0883M,0
02DPR0885K,1
02DPR0886J,1
02DPR0887I,0
02DPR0888H,0
02DPR0889G,0
02DPR0890W,1
02DPR0891V,0
02DPR0892U,0
02DPR0893T,1
02DPR0895R,0
02DPR0896Q,0
02DPR0897P,0
02DPR0898O,1
02DPR0900M,0
02DPR0901L,0
02DPR0902K,0
02DPR0903J,0
02DPR0904I,0
02DPR0905H,0
02DPR0906G,0
02DPR0907F,0
02DPR0908E,0
02DPR0910T,0
02DPR0912R,0
02EPR0001T,0
02EPR0002S,1
02EPR0006O,1
02EPR0007N,0
02EPR0008M,0
02EPR0010A,0
02EPR0011Z,0
02EPR0013Y,1
02EPR0014X,0
02EPR0015W,0
02EPR0016V,0
02EPR0017U,0
02EPR0018T,1
02EPR0019S,1
02EPR0020H,0
02EPR0021G,0
02EPR0022F,1
02EPR0023E,0
02EPR0025C,0
02EPR0026B,0
02EPR0028Z,0
02EPR0029Z,1
02EPR0031N,0
02EPR0034K,0
02EPR0036I,0
02EPR0037H,0
02EPR0038G,0
02EPR0039F,1
02EPR0041U,0
02EPR0042T,0
02EPR0043S,0
02EPR0044R,0
02EPR0045Q,0
02EPR0047O,1
02EPR0048N,0
02EPR0049M,1
02EPR0050B,0
02EPR0051A,1
02EPR0052Z,0
02EPR0053Z,0
02EPR0054Y,0
02EPR0056W,0
02EPR0057V,1
02EPR0058U,0
02EPR0061H,0
02EPR0062G,0
02EPR0063F,0
